marca;modelo;pais;year_modelo;clase;sub_clase;avaluo;cilindraje;tipo_combustible
KIA;OPTIMA AC 2.0 4P 4X2 TA HYBRID;COREA DEL SUR;2017;AUTOMOVIL;HIBRIDO-A;34990.0;1999;HIBRIDO_GASOLINA_BATERIAS
KIA;SOUL LX 1.6 5P 4X2 TM;COREA DEL SUR;2017;JEEP;JEEP;25590.0;1600;GASOLINA
HYUNDAI;TUCSON TL AC 2.0 5P 4X2 TA;COREA DEL SUR;2018;JEEP;JEEP;38990.0;2000;GASOLINA
KIA;CERATO LX AC 1.6 4P 4X2 TM;COREA DEL SUR;2018;AUTOMOVIL;SEDAN;25990.0;1591;GASOLINA
CHERY;TIGGO-T11FL AC 1.6 5P 4X2 TM;CHINA POPULAR;2017;JEEP;JEEP;19990.0;1598;GASOLINA
CHEVROLET;D-MAX CRDI AC 3.0 CS 4X4 TM DIESEL;ECUADOR;2018;CAMIONETA;CABINA SIMPLE;36840.0;2999;DIESEL
NISSAN;VERSA AC 1.6 4P 4X2 TM;MEXICO;2018;AUTOMOVIL;SEDAN;19990.0;1598;GASOLINA
NISSAN;VERSA AC 1.6 4P 4X2 TA;MEXICO;2018;AUTOMOVIL;SEDAN;24143.0;1598;GASOLINA
DAYANG;DY-GD04B AC 3P 4X2 TA EV;CHINA POPULAR;2018;JEEP;ELECTRICO-J;10990.0;0;ELECTRICO
RENAULT;DUSTER EXPRESSION AC 2.0 5P 4X2 TM;COLOMBIA;2018;JEEP;JEEP;27673.0;1998;GASOLINA
FAW;SUV R7 CA7167R AC 1.6 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;22990.0;1600;GASOLINA
TOYOTA;NEW INNOVA AC 2.7 5P 4X2 TM;INDONESIA;2018;AUTOMOVIL;STATION WAGON;36990.0;2694;GASOLINA
NISSAN;KICKS DRIVE AC 1.6 5P 4X2 TM;MEXICO;2018;JEEP;JEEP;29990.0;1598;GASOLINA
CHANGAN;CS15 COMFORT AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;19990.0;1480;GASOLINA
CHEVROLET;CRUZE TURBO LTZ AC 1.4 5P 4X2 TA;MEXICO;2017;AUTOMOVIL;STATION WAGON;38990.0;1399;GASOLINA
TOYOTA;NEW RAV4 CVT AC 2.0 5P 4X2 TA;JAPON;2018;JEEP;JEEP;43990.0;1987;GASOLINA
NISSAN;QASHQAI SENSE AC 2.0 5P 4X2 TM;REINO UNIDO;2018;JEEP;JEEP;34379.0;2000;GASOLINA
CHEVROLET;D-MAX CRDI AC 3.0 CS 4X4 TM DIESEL;ECUADOR;2017;CAMIONETA;CABINA SIMPLE;36840.0;2999;DIESEL
PEUGEOT;P84 FIN H 16E BA6 AC 1.6 5P 4X2 TA;FRANCIA;2018;JEEP;JEEP;39990.0;1598;GASOLINA
FAW;CA7167R AT VIP AC 1.6 5P 4X2 TA;CHINA POPULAR;2018;JEEP;JEEP;25990.0;1600;GASOLINA
NISSAN;QASHQAI ADVANCE AC 2.0 5P 4X2 TA;REINO UNIDO;2018;JEEP;JEEP;36990.0;1997;GASOLINA
ZOTYE;T600 DCT AC 2.0 5P 4X2 TA;CHINA POPULAR;2017;JEEP;JEEP;29990.0;2002;GASOLINA
CHERY;TIGGO 5 FL-T21FL AC 2.0 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;26990.0;1971;GASOLINA
CHEVROLET;D-MAX CRDI AC 3.0 CD 4X2 TM DIESEL;ECUADOR;2018;CAMIONETA;DOBLE CABINA;29990.0;2999;DIESEL
GREAT WALL;WINGLE AC 2.4 CS 4X2 TM;ECUADOR;2018;CAMIONETA;CABINA SIMPLE;22990.0;2378;GASOLINA
VOLKSWAGEN;AMAROK TSI 2HBBB3 AC 2.0 CD 4X2 TM;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;39999.0;1968;GASOLINA
CITROEN;JUMPER FT35L3H2HDI AC 2.2 4P 4X2 TM DIESEL;FRANCIA;2017;CAMIONETA;FURGONETA;49990.0;2198;DIESEL
JOYLONG;HKL6600C AC 2.5 4P 4X2 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;FURGONETA;35000.0;2498;DIESEL
FORD;F150 XLT AC 3.5 CD 4X2 TA;ESTADOS UNIDOS;2017;CAMIONETA;DOBLE CABINA;58990.0;3497;GASOLINA
CHEVROLET;TRAILBLAZER AC 2.8 5P 4X4 TA DIESEL;BRASIL;2017;JEEP;JEEP;59990.0;2800;DIESEL
SOUEAST;DX7 AC 1.5 5P 4X2 TA;CHINA POPULAR;2017;JEEP;JEEP;29990.0;1499;GASOLINA
GREAT WALL;HOVER H5T AC 2.0 5P 4X2 TM;ECUADOR;2018;JEEP;JEEP;29990.0;1997;GASOLINA
CHERY;Q AC 1.0 5P 4X2 TM;CHINA POPULAR;2017;AUTOMOVIL;STATION WAGON;13390.0;998;GASOLINA
TOYOTA;NEW INNOVA AC 2.7 5P 4X2 TA;INDONESIA;2018;AUTOMOVIL;STATION WAGON;38990.0;2694;GASOLINA
MITSUBISHI;L200 GLX AC 2.5 CD 4X4 TM DIESEL;TAILANDIA;2017;CAMIONETA;DOBLE CABINA;39990.0;2477;DIESEL
VOLKSWAGEN;AMAROK BI TDI PLUS AC 2.0 CD 4X4 TM DIESEL;ECUADOR;2017;CAMIONETA;DOBLE CABINA;49990.0;1968;DIESEL
ZOTYE;T600 T AC 1.5 5P 4X2 TM;ECUADOR;2017;JEEP;JEEP;24990.0;1498;GASOLINA
HYUNDAI;SANTA FE DM 7PAS AC 2.4 5P 4X2 TA;COREA DEL SUR;2018;JEEP;JEEP;39990.0;2400;GASOLINA
MITSUBISHI;MONTERO SPORT TD AC 2.4 5P 4X4 TA DIESEL;TAILANDIA;2017;JEEP;JEEP;64990.0;2442;DIESEL
SKODA;FABIA ACTIVE GT AC 1.6 5P 4X2 TM;REPUBLICA CHECA;2018;AUTOMOVIL;STATION WAGON;19599.0;1598;GASOLINA
LIFAN;LF530 AC 1.5 4P 4X2 TM;CHINA POPULAR;2016;AUTOMOVIL;SEDAN;14392.0;1498;GASOLINA
CHEVROLET;CRUZE TURBO LTZ AC 1.4 4P 4X2 TA;MEXICO;2017;AUTOMOVIL;SEDAN;37990.0;1399;GASOLINA
AUDI;Q5 TFSI STRONIC QUAT FYBAAY AC 2.0 5P 4X4 TA;MEXICO;2018;JEEP;JEEP;89990.0;2000;GASOLINA
SOUEAST;DX3 AC 1.5 5P 4X2 TA;CHINA POPULAR;2018;JEEP;JEEP;26900.0;1499;GASOLINA
JEEP;COMPASS SPORT AC 2.0 5P 4X2 TM;ESTADOS UNIDOS;2017;JEEP;JEEP;38690.0;1998;GASOLINA
KIA;SORENTO AC 3.3 5P 4X2 TA;COREA DEL SUR;2018;JEEP;JEEP;49990.0;3342;GASOLINA
KIA;CERATO STD AC 1.6 4P 4X2 TM;ECUADOR;2016;AUTOMOVIL;SEDAN;19672.0;1600;GASOLINA
VENTURA;R6 AC 3.0 4P 4X2 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;FURGONETA;43000.0;2982;DIESEL
TOYOTA;NEW HILUX SR 2.7 CD 4X4 TM;ARGENTINA;2017;CAMIONETA;DOBLE CABINA;45990.0;2694;GASOLINA
FORD;MUSTANG AC 2.3 2P 4X2 TA;ESTADOS UNIDOS;2016;AUTOMOVIL;CONVERTIBLE;55992.0;2300;GASOLINA
VOLKSWAGEN;TIGUAN TREND FUN 5N20N2 AC 2.0 5P 4X4 TM;ALEMANIA;2017;JEEP;JEEP;49999.0;1984;GASOLINA
FORD;RANGER XLS AC 3.2 CD 4X4 TM DIESEL;ARGENTINA;2018;CAMIONETA;DOBLE CABINA;47990.0;3198;DIESEL
VOLKSWAGEN;POLO HB HIGHLINE 6032G4 AC 1.6 5P 4X2 TM;INDIA;2018;AUTOMOVIL;STATION WAGON;23990.0;1600;GASOLINA
JINBEI;SY6548J1S3BH AC 2.5 4P 4X2 TM DIESEL;CHINA POPULAR;2019;CAMIONETA;FURGONETA;36990.0;2500;DIESEL
FORD;F150 XL RC AC 3.3 CS 4X4 TA;ESTADOS UNIDOS;2018;CAMIONETA;CABINA SIMPLE;49990.0;3340;GASOLINA
HYUNDAI;TUCSON TL AC 2.0 5P 4X2 TM DIESEL;COREA DEL SUR;2016;JEEP;JEEP;31992.0;2000;DIESEL
HYUNDAI;TUCSON TL AC 2.0 5P 4X2 TA;COREA DEL SUR;2017;JEEP;JEEP;39990.0;2000;GASOLINA
TOYOTA;NEW RAV4 AC 2.0 5P 4X2 TM;JAPON;2018;JEEP;JEEP;39990.0;1987;GASOLINA
GREAT WALL;WINGLE AC 2.8 CS 4X4 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;CABINA SIMPLE;25990.0;2771;DIESEL
CHERY;FULWIN FACE HB AC 1.5 4P 4X2 TM;CHINA POPULAR;2016;AUTOMOVIL;SEDAN;14792.0;1556;GASOLINA
PEUGEOT;PARTNER B9 FGLG HDI BM5 AC 1.6 5P 4X2 TM DIESEL;ESPAÃÂA;2018;CAMIONETA;REPARTO;24990.0;1560;DIESEL
RENAULT;DUSTER EXPRESSION AC 2.0 5P 4X2 TM;COLOMBIA;2018;JEEP;JEEP;27673.0;2000;GASOLINA
RENAULT;DUSTER DYNAMIQUE AC 2.0 5P 4X4 TM;COLOMBIA;2018;JEEP;JEEP;29990.0;2000;GASOLINA
DONGFENG;S30 AC 1.6 4P 4X2 TM;CHINA POPULAR;2017;AUTOMOVIL;SEDAN;19490.0;1556;GASOLINA
CHANGAN;CS15 ELITE AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;21990.0;1480;GASOLINA
NISSAN;X-TRAIL EXCLUSIVE CVT AC 2.5 5P 4X4 TA;JAPON;2018;JEEP;JEEP;48199.0;2500;GASOLINA
MAZDA;NEW BT-50 AC 3.2 CD 4X4 TM DIESEL;TAILANDIA;2018;CAMIONETA;DOBLE CABINA;49990.0;3200;DIESEL
CHERY;TIGGO-T11FL AC 1.6 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;19990.0;1598;GASOLINA
SUZUKI;GRAND VITARA SZ NEXT AC 2.4 5P 4X4 TM;ECUADOR;2015;JEEP;JEEP;21474.0;2393;GASOLINA
SOUEAST;DX7 AC 1.5 5P 4X2 TA;CHINA POPULAR;2018;JEEP;JEEP;29990.0;1499;GASOLINA
MAZDA;NEW CX-5 ENTRY AC 2.0 5P 4X2 TM;JAPON;2018;JEEP;JEEP;39990.0;1998;GASOLINA
VOLVO;S60 CROSS COUNTRY TURBO AC 2.5 4P 4X4 TA;BELGICA;2016;AUTOMOVIL;SEDAN;71992.0;2500;GASOLINA
MAZDA;NEW CX-9 AC 2.5 5P 4X4 TA;JAPON;2018;JEEP;JEEP;79990.0;2488;GASOLINA
JEEP;WRANGLER SPORT AC 3.6 2P 4X4 TA;ESTADOS UNIDOS;2017;JEEP;JEEP;69990.0;3604;GASOLINA
FORD;F150 LARIAT SC ECOBOOST AC 3.5 CD 4X4 TA;ESTADOS UNIDOS;2017;CAMIONETA;DOBLE CABINA;79990.0;3500;GASOLINA
MITSUBISHI;MONTERO SPORT TD PLUS AC 2.4 5P 4X4 TA DIESEL;TAILANDIA;2017;JEEP;JEEP;69990.0;2442;DIESEL
GREAT WALL;HAVAL H2 AC 1.5 5P 4X2 TM;CHINA POPULAR;2016;JEEP;JEEP;31192.0;1497;GASOLINA
JEEP;COMPASS SPORT AC 2.4 5P 4X4 TA;ESTADOS UNIDOS;2017;JEEP;JEEP;45790.0;2360;GASOLINA
FORD;MUSTANG GT PREMIUM AC 5.0 2P 4X2 TA;ESTADOS UNIDOS;2017;AUTOMOVIL;COUPE;99990.0;4951;GASOLINA
CHEVROLET;D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL;ECUADOR;2017;CAMIONETA;DOBLE CABINA;38570.0;2999;DIESEL
KIA;OPTIMA AC 2.0 4P 4X2 TA HYBRID;COREA DEL SUR;2018;AUTOMOVIL;HIBRIDO-A;33990.0;1999;HIBRIDO_GASOLINA_BATERIAS
CHEVROLET;SPARK LIFE AC 1.0 5P 4X2 TM;COLOMBIA;2017;AUTOMOVIL;SEDAN;15790.0;995;GASOLINA
FORD;EDGE SEL FWD AC 3.5 5P 4X2 TA;CANADA;2017;JEEP;JEEP;56990.0;3497;GASOLINA
CHANGAN;CS35 LUXURY AC 1.6 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;23990.0;1598;GASOLINA
RENAULT;LOGAN AUTHENTIQUE 1.6 4P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;SEDAN;15922.0;1598;GASOLINA
HONDA;YF581GE KK PILOT LX 6 AC 3.5 5P 4X2 TA;ESTADOS UNIDOS;2016;JEEP;JEEP;68800.0;3500;GASOLINA
JAC;S5 AC 2.0 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;26990.0;1997;GASOLINA
NISSAN;VERSA AC 1.6 4P 4X2 TA;MEXICO;2018;AUTOMOVIL;SEDAN;24143.0;1600;GASOLINA
FIAT;500X 140CV TREKKING AC 1.4 5P 4X2 TA;ITALIA;2018;JEEP;JEEP;35990.0;1368;GASOLINA
NISSAN;QASHQAI EXCLUSIVE AC 2.0 5P 4X4 TA;REINO UNIDO;2018;JEEP;JEEP;45153.0;1997;GASOLINA
KING LONG;XMQ6520E AC 2.8 4P 4X2 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;FURGONETA;29990.0;2771;DIESEL
PEUGEOT;208 ACT 16E BA4 AC 1.6 5P 4X2 TA;ESLOVAQUIA;2018;AUTOMOVIL;STATION WAGON;26990.0;1598;GASOLINA
CHEVROLET;EQUINOX LS AC 1.5 5P 4X2 TA;MEXICO;2018;AUTOMOVIL;STATION WAGON;45990.0;1490;GASOLINA
ZOTYE;Z100 AC 1.0 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;10990.0;997;GASOLINA
CHERY;TIGGO 5-T21 AC 2.0 5P 4X2 TM;CHINA POPULAR;2017;JEEP;JEEP;26990.0;1971;GASOLINA
FORD;F150 RC AC 3.5 CS 4X2 TA;ESTADOS UNIDOS;2017;CAMIONETA;CABINA SIMPLE;45990.0;3500;GASOLINA
PEUGEOT;PARTNER VPVTC 16HDI BM5 7A AC 1.6 5P 4X2 TM DIESEL;ESPAÃÂA;2018;CAMIONETA;FURGONETA;27990.0;1560;DIESEL
BYD;F0 GL LB AG AC 1.0 5P 4X2 TA;CHINA POPULAR;2017;AUTOMOVIL;STATION WAGON;17455.0;1000;GASOLINA
BMW;320I AC 2.0 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;59990.0;1998;GASOLINA
LIFAN;X50 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;STATION WAGON;20490.0;1500;GASOLINA
CHEVROLET;CRUZE AC 1.8 4P 4X2 TA;COREA DEL SUR;2016;AUTOMOVIL;SEDAN;28336.0;1796;GASOLINA
KIA;CARNIVAL 11PAS AC 3.3 5P 4X2 TA;COREA DEL SUR;2016;CAMIONETA;FURGONETA;39992.0;3300;GASOLINA
HONDA;RU573GL KK HR-V LX AC 1.8 5P 4X2 TM;MEXICO;2016;JEEP;JEEP;31992.0;1800;GASOLINA
NISSAN;KICKS ADVANCE CVT BIC AC 1.6 5P 4X2 TA;MEXICO;2018;JEEP;JEEP;35890.0;1598;GASOLINA
CHEVROLET;D-MAX DOHC 2.4 CS 4X2 TM;ECUADOR;2018;CAMIONETA;CABINA SIMPLE;26990.0;2405;GASOLINA
JEEP;GRAND CHEROKEE LIMITED AC 3.6 5P 4X4 TA;ESTADOS UNIDOS;2018;JEEP;JEEP;95690.0;3604;GASOLINA
NISSAN;X-TRAIL SENSE CVT AC 2.5 5P 4X2 TA;JAPON;2018;JEEP;JEEP;39229.0;2488;GASOLINA
TOYOTA;PRIUS 4G AC 1.8 4P 4X2 TA HYBRID;JAPON;2018;AUTOMOVIL;HIBRIDO-A;33990.0;1798;HIBRIDO_GASOLINA_BATERIAS
BMW;X1 SDRIVE 20I AC 2.0 5P 4X2 TA;ALEMANIA;2018;JEEP;JEEP;69990.0;1997;GASOLINA
NISSAN;X-TRAIL SENSE CVT AC 2.5 5P 4X2 TA;JAPON;2018;JEEP;JEEP;39229.0;2500;GASOLINA
MAZDA;NUEVO MAZDA3 AC 2.0 4P 4X2 TM;MEXICO;2018;AUTOMOVIL;SEDAN;33990.0;1998;GASOLINA
FIAT;FIAT 500 CABRIO AC 1.4 2P 4X2 TM;POLONIA;2018;AUTOMOVIL;CONVERTIBLE;27990.0;1368;GASOLINA
FORD;F150 LARIAT SC ECOBOOST AC 3.5 CD 4X4 TA;ESTADOS UNIDOS;2017;CAMIONETA;DOBLE CABINA;79990.0;3496;GASOLINA
PEUGEOT;2008 ACTPK 16E BA4 AC 1.6 5P 4X2 TA;FRANCIA;2018;JEEP;JEEP;29990.0;1587;GASOLINA
MINI;COOPER AC 1.5 3P 4X2 TM;REINO UNIDO;2018;AUTOMOVIL;STATION WAGON;39990.0;1499;GASOLINA
DODGE;JOURNEY SE AGV AC 2.4 5P 4X2 TA;MEXICO;2017;JEEP;JEEP;50890.0;2360;GASOLINA
HONDA;RU687GENX KK HR-V EXL CVT AC 1.8 5P 4X4 TA;MEXICO;2016;JEEP;JEEP;43192.0;1800;GASOLINA
VOLKSWAGEN;POLO HB HIGHLINE 6032G3 AC 1.6 5P 4X2 TA;INDIA;2017;AUTOMOVIL;STATION WAGON;27990.0;1600;GASOLINA
NISSAN;X-TRAIL ADVANCE CVT AC 2.5 5P 4X2 TA;JAPON;2018;JEEP;JEEP;45153.0;2500;GASOLINA
HYUNDAI;GRAND I10 1.2 4P 4X2 TM;INDIA;2018;AUTOMOVIL;SEDAN;15490.0;1248;GASOLINA
CHERY;TIGGO 5 AC 2.0 5P 4X2 TM;CHINA POPULAR;2017;JEEP;JEEP;26990.0;1971;GASOLINA
FORD;F150 RAPTOR AC 3.5 CD 4X4 TA;ESTADOS UNIDOS;2018;CAMIONETA;DOBLE CABINA;99990.0;3500;GASOLINA
FAW;CA7158E5Q1 STANDARD D60 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;17990.0;1497;GASOLINA
PEUGEOT;2008 ACT 16I BA6 AC 1.6 5P 4X2 TA;FRANCIA;2018;JEEP;JEEP;28490.0;1587;GASOLINA
BYD;F3 GS LF M5G AC 1.5 4P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;SEDAN;17135.0;1500;GASOLINA
FOTON;GRATOUR BJ6425 AC 1.2 4P 4X2 TM;CHINA POPULAR;2016;CAMIONETA;FURGONETA;13592.0;1206;GASOLINA
AUDI;A4 TFSI 8W2AEG STRONIC AC 1.4 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;59990.0;1400;GASOLINA
NISSAN;X-TRAIL SENSE 2 ROW AC 2.5 5P 4X2 TA;JAPON;2018;JEEP;JEEP;39990.0;2500;GASOLINA
BYD;F3 GC LF AG AC 1.5 4P 4X2 TA;CHINA POPULAR;2017;AUTOMOVIL;SEDAN;21317.0;1500;GASOLINA
SOUEAST;DX7 AC 1.5 5P 4X2 TM;CHINA POPULAR;2017;JEEP;JEEP;28990.0;1499;GASOLINA
JEEP;COMPASS SPORT AC 2.4 5P 4X4 TA;ESTADOS UNIDOS;2016;JEEP;JEEP;36632.0;2360;GASOLINA
TOYOTA;LAND CRUISER PRADO TX AC 4.0 5P 4X4 TA;JAPON;2018;JEEP;JEEP;87990.0;3956;GASOLINA
NISSAN;QASHQAI SENSE AC 2.0 5P 4X2 TM;REINO UNIDO;2018;JEEP;JEEP;34379.0;1997;GASOLINA
MITSUBISHI;L200 SPORTERO GLS PLUS AC 2.5 CD 4X4 TA DIESEL;TAILANDIA;2017;CAMIONETA;DOBLE CABINA;57990.0;2477;DIESEL
CHERY;X1 CROSS AC 1.5 5P 4X2 TM;CHINA POPULAR;2017;JEEP;JEEP;16990.0;1500;GASOLINA
GREAT WALL;HOVER H5T AC 2.0 5P 4X4 TM;CHINA POPULAR;2018;JEEP;JEEP;28990.0;1997;GASOLINA
VOLKSWAGEN;BEETLE 5C22S1 AC 2.5 2P 4X2 TM;MEXICO;2017;AUTOMOVIL;COUPE;35590.0;2500;GASOLINA
KIA;SPORTAGE R GTI AC 2.0 5P 4X2 TA;COREA DEL SUR;2017;JEEP;JEEP;39990.0;2000;GASOLINA
KIA;SPORTAGE LX DAB AC 2.0 4P 4X2 TA;ECUADOR;2015;JEEP;JEEP;17994.0;2000;GASOLINA
CHEVROLET;SAIL AC 1.4 5P 4X2 TM;ECUADOR;2017;AUTOMOVIL;STATION WAGON;18610.0;1398;GASOLINA
TOYOTA;NEW HILUX 2.7 CS 4X4 TM;ARGENTINA;2018;CAMIONETA;CABINA SIMPLE;37990.0;2694;GASOLINA
CHEVROLET;TRACKER LT AC 1.8 5P 4X2 TA;MEXICO;2017;AUTOMOVIL;STATION WAGON;36440.0;1796;GASOLINA
NISSAN;QASHQAI EXCLUSIVE AC 2.0 5P 4X4 TA;REINO UNIDO;2018;JEEP;JEEP;45153.0;2000;GASOLINA
CHANGHE;CH1020 LE AC 1.1 CS 4X2 TM;CHINA POPULAR;2015;CAMIONETA;CABINA SIMPLE;8094.0;1051;GASOLINA
DFSK;K02 AC 1.0 CD 4X2 TM;CHINA POPULAR;2018;CAMIONETA;DOBLE CABINA;12990.0;1012;GASOLINA
BMW;320I AC 2.0 4P 4X2 TA;ALEMANIA;2017;AUTOMOVIL;SEDAN;75990.0;1998;GASOLINA
HYUNDAI;ACCENT 1.6 4P 4X2 TM;COREA DEL SUR;2017;AUTOMOVIL;SEDAN;19990.0;1600;GASOLINA
FORD;RANGER XLS AC 2.5 CD 4X2 TM;ARGENTINA;2018;CAMIONETA;DOBLE CABINA;37990.0;2488;GASOLINA
CHEVROLET;AVEO EMOTION ADVANCE GLS AC 1.6 4P 4X2 TM;ECUADOR;2017;AUTOMOVIL;SEDAN;22890.0;1598;GASOLINA
CHEVROLET;AVEO EMOTION ADVANCE GLS AC 1.6 4P 4X2 TM;ECUADOR;2018;AUTOMOVIL;SEDAN;19990.0;1598;GASOLINA
VOLKSWAGEN;AMAROK HIGHLINE 2HBC3A AC 2.0 CD 4X4 TA DIESEL;ARGENTINA;2016;CAMIONETA;DOBLE CABINA;47192.0;1984;DIESEL
SUZUKI;GRAND VITARA SZ NEXT SPORT AC 2.4 5P 4X2 TA;ECUADOR;2017;JEEP;JEEP;29990.0;2400;GASOLINA
RENAULT;LOGAN DYNAMIQUE AC 1.6 4P 4X2 TM;COLOMBIA;2018;AUTOMOVIL;SEDAN;19922.0;1600;GASOLINA
JAC;HFC6591KH AC 2.8 2P 4X2 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;FURGONETA;45990.0;2771;DIESEL
DFSK;K01 AC 1.1 CS 4X2 TM;CHINA POPULAR;2018;CAMIONETA;CAJON;11990.0;1012;GASOLINA
NISSAN;KICKS ADVANCE CVT BIC AC 1.6 5P 4X2 TA;MEXICO;2018;JEEP;JEEP;35890.0;1600;GASOLINA
FORD;EXPLORER TA 3.5 5P 4X4 XLT;ESTADOS UNIDOS;2013;JEEP;JEEP;11998.0;3500;GASOLINA
MAZDA;NUEVO MAZDA3 HATCHBACK AC 2.0 5P 4X2 TA;MEXICO;2017;AUTOMOVIL;STATION WAGON;39990.0;1998;GASOLINA
JEEP;GRAND CHEROKEE LIMITED AC 3.6 5P 4X4 TA;ESTADOS UNIDOS;2017;JEEP;JEEP;95690.0;3604;GASOLINA
UAZ;UAZ PATRIOT AC 2.7 5P 4X4 TM;RUSIA;2018;JEEP;JEEP;34500.0;2693;GASOLINA
SUZUKI;GRAND VITARA SZ NEXT AC 2.4 5P 4X2 TA;ECUADOR;2017;JEEP;JEEP;29990.0;2393;GASOLINA
BMW;520I AC 2.0 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;99990.0;1997;GASOLINA
RENAULT;SANDERO DYNAMIQUE AC 1.6 4P 4X2 TA;COLOMBIA;2017;AUTOMOVIL;SEDAN;21500.0;1600;GASOLINA
FORD;ESCAPE AC 2.5 5P 4X2 TA;ESPAÃÂA;2017;JEEP;JEEP;39990.0;2488;GASOLINA
HYUNDAI;H1 12PAS AC 2.5 5P 4X2 TM DIESEL;COREA DEL SUR;2018;CAMIONETA;FURGONETA;39990.0;2500;DIESEL
LIFAN;X50 AC 1.5 5P 4X2 TM;CHINA POPULAR;2017;AUTOMOVIL;STATION WAGON;20490.0;1500;GASOLINA
VOLKSWAGEN;GOLF GTI AU19X3 AC 2.0 5P 4X2 TA;MEXICO;2018;AUTOMOVIL;STATION WAGON;49990.0;2000;GASOLINA
GREAT WALL;HAVAL H9 AC 2.0 5P 4X4 TA;CHINA POPULAR;2018;JEEP;JEEP;59990.0;1967;GASOLINA
FAW;SUV D60 CA7158E5Q1 AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;17990.0;1497;GASOLINA
CHERY;T1X AC 1.6 5P 4X2 TM;CHINA POPULAR;2017;AUTOMOVIL;STATION WAGON;17990.0;1598;GASOLINA
MITSUBISHI;OUTLANDER PHEV AC 2.0 5P 4X4 TA HYBRID;JAPON;2017;JEEP;HIBRIDO-J;49990.0;1998;HIBRIDO_GASOLINA_BATERIAS
MAZDA;NUEVO MAZDA3 AC 2.0 4P 4X2 TM;MEXICO;2015;AUTOMOVIL;SEDAN;20994.0;1998;GASOLINA
FORD;EXPEDITION XLT AC 3.5 5P 4X4 TA;ESTADOS UNIDOS;2017;JEEP;JEEP;96990.0;3500;GASOLINA
FORD;FUSION SE AC 2.5 4P 4X2 TA;MEXICO;2015;AUTOMOVIL;SEDAN;27594.0;2500;GASOLINA
AUDI;A3 TFSI STRONIC 8VMAKG STD AC 1.2 4P 4X2 TA;ALEMANIA;2018;AUTOMOVIL;SEDAN;39990.0;1200;GASOLINA
JINBEI;SY6548J1S3BH AC 2.5 4P 4X2 TM DIESEL;CHINA POPULAR;2018;CAMIONETA;FURGONETA;47990.0;2500;DIESEL
CHERY;T1X AC 1.6 5P 4X2 TM;CHINA POPULAR;2018;AUTOMOVIL;STATION WAGON;17990.0;1598;GASOLINA
KIA;NIRO AC 1.6 5P 4X2 TA HYBRID;COREA DEL SUR;2017;AUTOMOVIL;HIBRIDO-A;29990.0;1580;HIBRIDO_GASOLINA_BATERIAS
KIA;CERATO STD AC 1.6 4P 4X2 TA;ECUADOR;2015;AUTOMOVIL;SEDAN;15354.0;1600;GASOLINA
KIA;SOUL AC 5P 4X2 TA EV;COREA DEL SUR;2016;JEEP;ELECTRICO-J;27992.0;0;ELECTRICO
FORD;EDGE SEL AC 3.5 5P 4X2 TA;CANADA;2017;JEEP;JEEP;49990.0;3500;GASOLINA
MAZDA;CX-3 ENTRY AC 2.0 5P 4X2 TA;JAPON;2018;JEEP;JEEP;33990.0;1998;GASOLINA
MAZDA;NUEVO MAZDA3 HATCHBACK AC 2.0 5P 4X2 TA;MEXICO;2018;AUTOMOVIL;STATION WAGON;35990.0;1998;GASOLINA
DONGFENG;K01 AC 1.1 CS 4X2 TM;CHINA POPULAR;2018;CAMIONETA;CABINA SIMPLE;14500.0;1012;GASOLINA
LIFAN;LF6420 AC 1.3 5P 4X2 TM;CHINA POPULAR;2018;CAMIONETA;FURGONETA;16500.0;1342;GASOLINA
FORD;F150 RAPTOR AC 3.5 CD 4X4 TA;ESTADOS UNIDOS;2017;CAMIONETA;DOBLE CABINA;99990.0;3500;GASOLINA
BYD;YUAN GS LF AC 1.5 5P 4X2 TM;CHINA POPULAR;2018;JEEP;JEEP;23250.0;1500;GASOLINA
