Marca,Modelo,Precio,Provincia,Año,Kilometraje,Transmisión,Dirección,Motor,Tracción,Color,Combustible,Enlace
PEUGEOT,3008N ACT,21900.0,PICHINCHA,2019.0,61000.0,AUTOMATICA,ELECTRONICA,1600.0,4x2,ROJO,GASOLINA,
PEUGEOT,3008N ACT,20990.0,PICHINCHA,2019.0,48150.0,AUTOMATICA,ASISTIDA,1600.0,4x2,NARANJA,GASOLINA,
PORSCHE,CAYENNE S HYBRID,25900.0,PICHINCHA,2011.0,174000.0,STEPTRONIC,HIDRAULICA,3000.0,4x4,PLOMO,DIESEL,
OPEL,CORSA,18900.0,PICHINCHA,2023.0,45000.0,MANUAL,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,
OPEL,CORSA,16900.0,PICHINCHA,2023.0,37151.0,MANUAL,ASISTIDA,1200.0,4x2,PLOMO,GASOLINA,
OPEL,CORSA,16400.0,PICHINCHA,2022.0,35000.0,MANUAL,ELECTRONICA,1200.0,4x2,NEGRO,GASOLINA,
OPEL,CORSA,16400.0,PICHINCHA,2022.0,35000.0,MANUAL,ELECTRONICA,1200.0,4x2,NEGRO,GASOLINA,
PEUGEOT,2008,20900.0,PICHINCHA,2022.0,73000.0,MANUAL,ELECTRONICA,1200.0,AWD,BLANCO,GASOLINA,
PEUGEOT,206CC,15900.0,PICHINCHA,2005.0,187000.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
PEUGEOT,2008,15900.0,PICHINCHA,2020.0,40000.0,AUTOMATICA,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,
PEUGEOT,208,19400.0,PICHINCHA,2024.0,18000.0,TIPTRONIC,HIDRAULICA,1200.0,4x2,VINO,GASOLINA,
PEUGEOT,208,19990.0,PICHINCHA,2024.0,22000.0,AUTOMATICA,HIDRAULICA,1200.0,4x2,VINO,GASOLINA,
PEUGEOT,208,19990.0,PICHINCHA,2022.0,34000.0,AUTOMATICA,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,
PEUGEOT,208,19500.0,MORONA SANTIAGO,2022.0,28000.0,MANUAL,HIDRAULICA,1200.0,AWD,ROJO,GASOLINA,
MERCEDES BENZ,E500,18300.0,TUNGURAHUA,2003.0,177858.0,TIPTRONIC,HIDRAULICA,5000.0,4x2,PLOMO,GASOLINA,
NISSAN,QASHQAI,21900.0,PICHINCHA,2021.0,76331.0,MANUAL,HIDRAULICA,1997.0,4x2,NEGRO,GASOLINA,
NISSAN,QASHQAI SENSE,20400.0,PICHINCHA,2020.0,87970.0,MANUAL,ELECTRONICA,2000.0,AWD,PLOMO,GASOLINA,
NISSAN,QASHQAI SENSE,21000.0,PICHINCHA,2019.0,65000.0,MANUAL,MECANICA,1968.0,4x2,NARANJA,GASOLINA,
AUDI,CORONA,5000.0,LOJA,2015.0,89795.0,AUTOMATICA,MECANICA,3649.0,AWD,CREMA,ELECTRICO,
NISSAN,QASHQAI SENSE,17400.0,PICHINCHA,2017.0,115000.0,MANUAL,HIDRAULICA,2000.0,4x2,BLANCO,GASOLINA,
NISSAN,QASHQAI SENSE,15400.0,PICHINCHA,2016.0,126000.0,MANUAL,ELECTRONICA,1200.0,4x2,PLOMO,GASOLINA,
NISSAN,QASHQAI,15400.0,PICHINCHA,2016.0,126000.0,MANUAL,ELECTRONICA,1200.0,4x2,PLOMO,GASOLINA,
NISSAN,QASHQAI SENSE,15400.0,PICHINCHA,2016.0,126000.0,MANUAL,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,
NISSAN,QASHQAI EXCLUSIVE,20900.0,PICHINCHA,2018.0,89000.0,CVT,HIDRAULICA,2000.0,4x4,BLANCO,GASOLINA,
NISSAN,QASHQAI,16490.0,TUNGURAHUA,2015.0,165000.0,MANUAL,HIDRAULICA,2000.0,4x2,AZUL,GASOLINA,
NISSAN,QASHQAI SENSE,19500.0,IMBABURA,2019.0,89000.0,MANUAL,HIDRAULICA,1997.0,4x2,ROJO,GASOLINA,
NISSAN,QASHQAI SENSE,19800.0,PICHINCHA,2019.0,69000.0,MANUAL,HIDRAULICA,1997.0,4x2,PLOMO,GASOLINA,
NISSAN,QASHQAI ADVANCE,19990.0,PICHINCHA,2019.0,121471.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,BLANCO,GASOLINA,
NISSAN,QASHQAI SENSE,19500.0,IMBABURA,2019.0,82000.0,MANUAL,HIDRAULICA,2000.0,4x2,NEGRO,GASOLINA,
NISSAN,QASHQAI SENSE,17900.0,PICHINCHA,2018.0,126000.0,MANUAL,HIDRAULICA,2000.0,4x2,CAFE,GASOLINA,
NISSAN,QASHQAI,19900.0,PICHINCHA,2018.0,98100.0,AUTOMATICA,ASISTIDA,2000.0,AWD,PLOMO,GASOLINA,
NISSAN,QASHQAI ADVANCE,19900.0,PICHINCHA,2018.0,98000.0,AUTOMATICA,ASISTIDA,2000.0,AWD,PLOMO,GASOLINA,
NISSAN,QASHQAI SENSE,18900.0,LOS RIOS,2018.0,150000.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,BLANCO,GASOLINA,
NISSAN,QASHQAI SENSE,19900.0,PICHINCHA,2018.0,85383.0,MANUAL,HIDRAULICA,2000.0,4x2,CAFE,GASOLINA,
NISSAN,QASHQAI,17900.0,PICHINCHA,2016.0,154000.0,AUTOMATICA,MECANICA,2000.0,4x4,PLOMO,GASOLINA,
NISSAN,QASHQAI ADVANCE,17900.0,PICHINCHA,2016.0,122000.0,AUTOMATICA,HIDRAULICA,2000.0,4x4,BLANCO,GASOLINA,
NISSAN,QASHQAI EXCLUSIVE,18900.0,PICHINCHA,2016.0,110000.0,CVT,ASISTIDA,2000.0,4x4,AZUL,GASOLINA,
NISSAN,QASHQAI SENSE,17500.0,PICHINCHA,2016.0,106462.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
FORD,EXPLORER XLT,22900.0,PICHINCHA,2013.0,115000.0,AUTOMATICA,HIDRAULICA,3497.0,4x2,BLANCO,GASOLINA,
FORD,TRANSIT CONNECT XLT,19900.0,GUAYAS,2019.0,33904.0,MANUAL,HIDRAULICA,2000.0,4x2,BLANCO,DIESEL,
FORD,ESCAPE,16900.0,AZUAY,2018.0,68000.0,TIPTRONIC,HIDRAULICA,2500.0,4x2,VERDE,GASOLINA,
FORD,EXPLORER XLT,22500.0,PICHINCHA,2015.0,170000.0,AUTOMATICA,HIDRAULICA,3500.0,4x4,VERDE,GASOLINA,
FORD,EXPLORER XLT,19900.0,CARCHI,2011.0,170000.0,SECUENCIAL,HIDRAULICA,1498.0,AWD,CELESTE,HIBRIDO,
FOTON,TUNLAND  G,18500.0,GUAYAS,2022.0,75000.0,MANUAL,ASISTIDA,2000.0,4x2,ROJO,DIESEL,
FORD,EXPLORER XLT,20900.0,PICHINCHA,2013.0,122000.0,AUTOMATICA,HIDRAULICA,3500.0,AWD,AZUL,GASOLINA,
FORD,ESCAPE S,19800.0,PICHINCHA,2019.0,94109.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,PLOMO,GASOLINA,
FORD,ESCAPE,19800.0,PICHINCHA,2019.0,94109.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,PLOMO,GASOLINA,
FORD,ESCAPE,18900.0,GUAYAS,2018.0,105000.0,TIPTRONIC,MECANICA,2500.0,4x2,AZUL,DIESEL,
FORD,ESCAPE,18500.0,GUAYAS,2018.0,105000.0,AUTOMATICA,ASISTIDA,2500.0,4x2,AZUL,GASOLINA,
FORD,ESCAPE S,18800.0,MORONA SANTIAGO,2018.0,94000.0,SPEEDTRONIC,HIDRAULICA,2776.0,4x2,ROSADO,DIESEL,
FORD,ESCAPE,18400.0,CHIMBORAZO,2017.0,100000.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,NEGRO,GASOLINA,
CHERY,TIGGO 7 PRO,16777.0,PICHINCHA,2022.0,31000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,VINO,GASOLINA,
CHERY,TIGGO 7 PRO,16900.0,PICHINCHA,2022.0,54950.0,AUTOMATICA,ASISTIDA,1500.0,4x2,NEGRO,GASOLINA,
CHERY,TIGGO 7 PRO,16900.0,PICHINCHA,2022.0,75547.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,
CHERY,TIGGO 2 PRO,14500.0,PICHINCHA,2024.0,20000.0,MANUAL,HIDRAULICA,1500.0,4x2,CELESTE,GASOLINA,
TOYOTA,NEW FORTUNER,47900.0,PICHINCHA,2024.0,37000.0,MANUAL,MECANICA,2700.0,4x4,NEGRO,GASOLINA,
TOYOTA,FORTUNER,47900.0,PICHINCHA,2024.0,37000.0,MANUAL,ASISTIDA,2700.0,4x4,NEGRO,GASOLINA,
TOYOTA,FORTUNER,48534.0,PICHINCHA,2023.0,35036.0,AUTOMATICA,HIDRAULICA,2700.0,4x4,PLOMO,GASOLINA,
TOYOTA,FORTUNER,49900.0,PICHINCHA,2023.0,30000.0,MANUAL,ELECTRONICA,1997.0,4x4,BLANCO,GASOLINA,
TOYOTA,FORTUNER,49900.0,PICHINCHA,2023.0,36400.0,AUTOMATICA,ASISTIDA,2700.0,4x4,NARANJA,HIBRIDO,
TOYOTA,FORTUNER,48900.0,PICHINCHA,2022.0,22167.0,MANUAL,ASISTIDA,2700.0,4x4,BLANCO,GASOLINA,
TOYOTA,FORTUNER,49900.0,PICHINCHA,2021.0,90000.0,AUTOMATICA,MECANICA,1967.0,4x4,BLANCO,GASOLINA,
TOYOTA,YARIS CROSS,31900.0,PICHINCHA,2024.0,12688.0,AUTOMATICA,HIDRAULICA,1490.0,4x2,ROJO,HIBRIDO,
TOYOTA,YARIS CROSS,31500.0,PICHINCHA,2024.0,12500.0,AUTOMATICA,ASISTIDA,1500.0,4x2,ROJO,HIBRIDO,
CHEVROLET,D-MAX,16300.0,BOLIVAR,2017.0,108563.0,ECVT,HIDRAULICA,1400.0,4x2,NEGRO,HIBRIDO,
TOYOTA,YARIS CROSS,27500.0,BOLIVAR,2023.0,31787.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,BLANCO,HIBRIDO,
TOYOTA,YARIS CROSS,28500.0,COTOPAXI,2024.0,12708.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,ROJO,HIBRIDO,
SUZUKI,JIMNY,30900.0,PICHINCHA,2022.0,21411.0,MANUAL,HIDRAULICA,1500.0,4x4,PLOMO,GASOLINA,
SUZUKI,JIMNY,31400.0,PICHINCHA,2023.0,19300.0,MANUAL,ASISTIDA,1462.0,4x4,CELESTE,GASOLINA,
MAZDA,NEW BT-50,34800.0,PICHINCHA,2019.0,15000.0,MANUAL,HIDRAULICA,3198.0,4x4,BLANCO,DIESEL,
PORSCHE,CAYENNE,25990.0,PICHINCHA,2008.0,117000.0,AUTOMATICA,HIDRAULICA,3200.0,4x4,PLOMO,GASOLINA,
PORSCHE,CAYENNE,25700.0,GUAYAS,2006.0,186456.0,AUTOMATICA,HIDRAULICA,3200.0,AWD,AZUL,GASOLINA,
PORSCHE,CAYENNE S HYBRID,27900.0,PICHINCHA,2011.0,127405.0,AUTOMATICA,ASISTIDA,3000.0,AWD,BLANCO,HIBRIDO,
PORSCHE,CAYENNE S HYBRID,27900.0,PICHINCHA,2011.0,160000.0,AUTOMATICA,HIDRAULICA,3000.0,4x4,BLANCO,HIBRIDO,
CHEVROLET,D-MAX,16000.0,PICHINCHA,2015.0,150000.0,MANUAL,HIDRAULICA,2400.0,4x2,PLOMO,GASOLINA,
PORSCHE,CAYENNE S,27777.0,PICHINCHA,2009.0,230000.0,TIPTRONIC,HIDRAULICA,4800.0,AWD,BLANCO,GASOLINA,
PORSCHE,CAYENNE,28800.0,PICHINCHA,2006.0,45700.0,AUTOMATICA,ELECTRONICA,3200.0,4x4,VINO,GASOLINA,
PORSCHE,CAYENNE S HYBRID,33800.0,PICHINCHA,2011.0,128525.0,TIPTRONIC,ASISTIDA,3800.0,4x4,NEGRO,GASOLINA,
CHEVROLET,D-MAX,11700.0,PICHINCHA,2007.0,189000.0,MANUAL,HIDRAULICA,2400.0,4x2,VERDE,GASOLINA,
PORSCHE,CAYENNE S HYBRID,30777.0,PICHINCHA,2011.0,85800.0,TIPTRONIC,HIDRAULICA,3000.0,4x4,NEGRO,HIBRIDO,
PEUGEOT,308CC,36900.0,PICHINCHA,2010.0,113000.0,MANUAL,ASISTIDA,1600.0,4x2,PLOMO,GASOLINA,
PEUGEOT,308CC,35990.0,PICHINCHA,2010.0,113000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
PEUGEOT,308CC,37000.0,PICHINCHA,2010.0,113000.0,MANUAL,ELECTRONICA,2499.0,4x2,PLOMO,GASOLINA,
PORSCHE,CAYENNE,34900.0,PICHINCHA,2011.0,161000.0,AUTOMATICA,MECANICA,3000.0,4x4,BLANCO,GASOLINA,
PORSCHE,PANAMERA S HYBRID,39900.0,GUAYAS,2012.0,65999.0,AUTOMATICA,ASISTIDA,3000.0,4x2,CAFE,HIBRIDO,
PEUGEOT,208,14500.0,PICHINCHA,2021.0,56000.0,MANUAL,HIDRAULICA,1600.0,4x2,BLANCO,DIESEL,
PORSCHE,CAYENNE,24900.0,LOJA,2008.0,157000.0,4G MATIC,HIDRAULICA,1500.0,AWD,VERDE,ELECTRICO,
RAM,700 BIGHORN,19500.0,PICHINCHA,2023.0,35000.0,MANUAL,ASISTIDA,1400.0,4x2,PLOMO,GASOLINA,
PEUGEOT,208,13500.0,PICHINCHA,2019.0,95000.0,MANUAL,MECANICA,1600.0,AWD,BLANCO,DIESEL,
PORSCHE,CAYENNE,21990.0,PICHINCHA,2005.0,135000.0,AUTOMATICA,ASISTIDA,4800.0,4x2,ROJO,GASOLINA,
CHERY,TIGGO 2 PRO LUXURY,11800.0,PICHINCHA,2019.0,81263.0,MANUAL,HIDRAULICA,1500.0,4x2,ROJO,GASOLINA,
CHEVROLET,SILVERADO,11500.0,PICHINCHA,2003.0,389000.0,AUTOMATICA,HIDRAULICA,5300.0,4x4,VERDE,GASOLINA,
CHEVROLET,CAPTIVA,10500.0,PICHINCHA,2010.0,108200.0,SPEEDTRONIC,HIDRAULICA,3600.0,4x4,PLOMO,GASOLINA,
CHEVROLET,CAPTIVA,10200.0,TUNGURAHUA,2011.0,133766.0,AUTOMATICA,HIDRAULICA,3000.0,4x2,PLOMO,GASOLINA,
CHEVROLET,CAPTIVA,11790.0,PICHINCHA,2016.0,107300.0,AUTOMATICA,ASISTIDA,2400.0,4x2,PLOMO,GASOLINA,
CHERY,TIGGO 2,12300.0,MANABI,2022.0,60000.0,7G-TRONIC,ASISTIDA,2384.0,4x2,NEGRO,DIESEL,
CHERY,TIGGO 2,11900.0,PICHINCHA,2021.0,117474.0,MANUAL,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,
CHERY,TIGGO 2,10900.0,PICHINCHA,2021.0,117474.0,MANUAL,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,
CHERY,TIGGO 2,11400.0,PICHINCHA,2020.0,45000.0,MANUAL,ASISTIDA,1500.0,4x2,CELESTE,DIESEL,
CHERY,TIGGO 2,11900.0,PICHINCHA,2019.0,47000.0,MANUAL,HIDRAULICA,1500.0,4x2,NARANJA,GASOLINA,
CHERY,TIGGO 2,11500.0,PICHINCHA,2019.0,79000.0,MANUAL,HIDRAULICA,1500.0,4x2,NARANJA,GASOLINA,
CHERY,TIGGO 4,11700.0,PICHINCHA,2019.0,136000.0,MANUAL,ASISTIDA,2000.0,4x2,BLANCO,GASOLINA,
CHERY,TIGGO 4,11700.0,MORONA SANTIAGO,2019.0,136000.0,STEPTRONIC,MECANICA,4300.0,4x2,VERDE,HIBRIDO,
RAM,V700 RAPID,17900.0,PICHINCHA,2024.0,51000.0,MANUAL,MECANICA,1400.0,4x2,BLANCO,GASOLINA,
CHEVROLET,AVEO FAMILY,10800.0,PICHINCHA,2018.0,55000.0,MANUAL,HIDRAULICA,1500.0,4x2,PLOMO,GASOLINA,
CITROEN,C-ELYSEE,10900.0,PICHINCHA,2017.0,165000.0,MANUAL,MECANICA,1600.0,4x2,AZUL,GASOLINA,
CHEVROLET,AVEO FAMILY,10300.0,PICHINCHA,2018.0,84000.0,MANUAL,HIDRAULICA,1500.0,4x2,VINO,GASOLINA,
CHEVROLET,AVEO FAMILY,11900.0,PICHINCHA,2018.0,169151.0,MANUAL,HIDRAULICA,1500.0,4x2,AZUL,GASOLINA,
CHEVROLET,AVEO FAMILY,10300.0,PICHINCHA,2018.0,88500.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,
CHEVROLET,AVEO FAMILY,10500.0,PICHINCHA,2019.0,103000.0,MANUAL,MECANICA,1500.0,4x2,PLOMO,GASOLINA,
CHEVROLET,AVEO FAMILY,10800.0,PICHINCHA,2019.0,95000.0,MANUAL,HIDRAULICA,1500.0,4x2,VINO,GASOLINA,
CHERY,ARRIZO 5,11900.0,PICHINCHA,2023.0,48376.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,
CHERY,ARRIZO 5 LUXURY,12350.0,PICHINCHA,2022.0,68953.0,MANUAL,HIDRAULICA,1500.0,4x2,VINO,GASOLINA,
CHERY,ARRIZO 3,11400.0,PICHINCHA,2022.0,70000.0,MANUAL,ASISTIDA,1500.0,4x2,BLANCO,GASOLINA,
CHERY,ARRIZO 3,11400.0,PICHINCHA,2022.0,70000.0,MANUAL,ASISTIDA,1500.0,4x2,PLOMO,GASOLINA,
CHEVROLET,GRAND VITARA,11500.0,PICHINCHA,2011.0,183000.0,MANUAL,HIDRAULICA,2000.0,4x2,BLANCO,GASOLINA,
CHEVROLET,GRAND VITARA,11900.0,PICHINCHA,2012.0,153645.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
CHEVROLET,GRAND VITARA 3P SPORT,10990.0,AZUAY,2005.0,250472.0,MANUAL,HIDRAULICA,1600.0,4x4,AZUL,GASOLINA,
CHEVROLET,GRAND VITARA 3P,10900.0,PICHINCHA,2008.0,180234.0,MANUAL,HIDRAULICA,1600.0,4x4,PLOMO,GASOLINA,
CHEVROLET,GRAND VITARA SPORT,12400.0,PICHINCHA,2011.0,144000.0,MANUAL,MECANICA,2000.0,4x2,VINO,GASOLINA,
CITROEN,BERLINGO,11900.0,PICHINCHA,2014.0,281000.0,MANUAL,HIDRAULICA,1600.0,4x2,BLANCO,DIESEL,
CITROEN,C3,14400.0,GUAYAS,2020.0,112000.0,AUTOMATICA,HIDRAULICA,1200.0,4x2,PLOMO,GASOLINA,
CITROEN,C-ELYSEE,12900.0,PICHINCHA,2018.0,110000.0,MANUAL,ELECTRONICA,1600.0,4x2,AZUL,GASOLINA,
CITROEN,C-ELYSEE,12900.0,PICHINCHA,2019.0,69000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
CITROEN,C- ELYSEE SHINE,12900.0,PICHINCHA,2019.0,69000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
CITROEN,C- ELYSEE SHINE,13960.0,PICHINCHA,2020.0,42438.0,MANUAL,ELECTRONICA,1600.0,4x2,AZUL,DIESEL,
CITROEN,C-ELYSEE,14900.0,PICHINCHA,2020.0,22000.0,MANUAL,MECANICA,1600.0,AWD,PLOMO,GASOLINA,
CITROEN,C3 SX,10400.0,PICHINCHA,2011.0,59000.0,MANUAL,HIDRAULICA,1400.0,4x2,CAFE,GASOLINA,
CHERY,ARRIZO 5,13000.0,PICHINCHA,2023.0,38000.0,MANUAL,HIDRAULICA,1800.0,4x4,ROSADO,GASOLINA,
CHEVROLET,BEAT,11990.0,PICHINCHA,2022.0,97940.0,MANUAL,HIDRAULICA,1200.0,4x2,NEGRO,GASOLINA,
CHEVROLET,BEAT,10500.0,PICHINCHA,2020.0,116000.0,MANUAL,HIDRAULICA,1200.0,4x2,NEGRO,GASOLINA,
CHEVROLET,BEAT,10400.0,PICHINCHA,2019.0,123000.0,MANUAL,ASISTIDA,1200.0,4x2,PLOMO,GASOLINA,
CHEVROLET,BEAT,10900.0,PICHINCHA,2019.0,79000.0,MANUAL,ASISTIDA,1200.0,4x2,NEGRO,GASOLINA,
CHEVROLET,BEAT,10400.0,PICHINCHA,2019.0,128500.0,MANUAL,ELECTRONICA,1200.0,4x2,AZUL,GASOLINA,
CHEVROLET,GRAND VITARA 3P SPORT,11500.0,PICHINCHA,2012.0,184854.0,MANUAL,HIDRAULICA,1600.0,4x4,NEGRO,GASOLINA,
CHEVROLET,GRAND VITARA STD,11500.0,PICHINCHA,2013.0,227000.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
CHEVROLET,BEAT,12800.0,PICHINCHA,2022.0,29000.0,MANUAL,HIDRAULICA,1200.0,4x2,BLANCO,GASOLINA,
CITROEN,C3 AIRCROSS,19900.0,PICHINCHA,2023.0,56000.0,MANUAL,MECANICA,1600.0,4x2,ROJO,DIESEL,
CITROEN,C3 AIRCROSS,15900.0,PICHINCHA,2019.0,65000.0,AUTOMATICA,ELECTRONICA,1200.0,4x2,AZUL,GASOLINA,
CITROEN,C3,20800.0,AZUAY,2022.0,26676.0,MANUAL,ELECTRONICA,1600.0,4x2,ROJO,DIESEL,
CITROEN,BERLINGO,17990.0,PICHINCHA,2022.0,88000.0,AUTOMATICA,MECANICA,4300.0,AWD,ROJO,ELECTRICO,
CITROEN,C3 SHINE,17600.0,PICHINCHA,2020.0,18000.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,NEGRO,HIBRIDO,
CITROEN,C3 SHINE,18900.0,PICHINCHA,2024.0,16100.0,AUTOMATICA,ASISTIDA,1200.0,4x2,PLOMO,GASOLINA,
CITROEN,BERLINGO,15900.0,PICHINCHA,2020.0,178803.0,MANUAL,HIDRAULICA,1600.0,4x2,BLANCO,GASOLINA,
CITROEN,BERLINGO,15900.0,PICHINCHA,2021.0,100000.0,MANUAL,MECANICA,1600.0,4x4,BLANCO,DIESEL,
CITROEN,C3,18900.0,PICHINCHA,2024.0,16000.0,AUTOMATICA,ASISTIDA,1200.0,4x2,PLOMO,GASOLINA,
CITROEN,C3 SHINE,15990.0,PICHINCHA,2019.0,80300.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,DIESEL,
CITROEN,C3 SHINE,16400.0,AZUAY,2020.0,71551.0,MANUAL,HIDRAULICA,1600.0,4x2,NARANJA,DIESEL,
CITROEN,C3 SHINE,15900.0,IMBABURA,2020.0,85000.0,MANUAL,ASISTIDA,1600.0,4x2,BLANCO,DIESEL,
CITROEN,C3 SHINE,16400.0,PICHINCHA,2020.0,18000.0,AUTOMATICA,ELECTRONICA,1600.0,4x2,NEGRO,GASOLINA,
CITROEN,C5 AIRCROSS,25000.0,IMBABURA,2020.0,49200.0,AUTOMATICA,ELECTRONICA,1600.0,4x2,BLANCO,GASOLINA,
CITROEN,C5 AIRCROSS,27000.0,SANTO DOMINGO DE LOS TSACHILAS,2020.0,76560.0,AUTOMATICA,ASISTIDA,1600.0,4x4,PLOMO,GASOLINA,
CHEVROLET,D-MAX,24300.0,PICHINCHA,2022.0,49000.0,MANUAL,HIDRAULICA,2500.0,4x2,BLANCO,DIESEL,
CITROEN,C4,25900.0,PICHINCHA,2023.0,10000.0,AUTOMATICA,ELECTRONICA,1200.0,4x2,NEGRO,GASOLINA,
CITROEN,C4,25900.0,PICHINCHA,2024.0,10000.0,AUTOMATICA,ELECTRONICA,1200.0,4x2,NEGRO,GASOLINA,
CHEVROLET,D-MAX,23000.0,COTOPAXI,2018.0,69000.0,MANUAL,HIDRAULICA,2500.0,4x2,PLOMO,DIESEL,
CHEVROLET,D-MAX,20500.0,PICHINCHA,2018.0,116000.0,CVT,ELECTRONICA,1206.0,4x2,NARANJA,HIBRIDO,
CITROEN,SPACETOURER,22900.0,PICHINCHA,2020.0,159000.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,PLOMO,DIESEL,
CITROEN,SPACETOURER,22900.0,PICHINCHA,2020.0,159000.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,PLOMO,DIESEL,
CITROEN,C5 AIRCROSS,22900.0,PICHINCHA,2020.0,36000.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,BLANCO,GASOLINA,
CITROEN,C5 AIRCROSS,22900.0,PICHINCHA,2020.0,36000.0,AUTOMATICA,ELECTRONICA,1600.0,4x2,BLANCO,GASOLINA,
CITROEN,C3 AIRCROSS,24000.0,PICHINCHA,2022.0,33000.0,MANUAL,ASISTIDA,1600.0,4x2,BLANCO,DIESEL,
CITROEN,C3 AIRCROSS,22300.0,PICHINCHA,2023.0,19479.0,MANUAL,HIDRAULICA,1600.0,4x2,BLANCO,DIESEL,
CHEVROLET,D-MAX,36800.0,PICHINCHA,2024.0,37473.0,MANUAL,HIDRAULICA,2500.0,4x4,PLOMO,DIESEL,
CHEVROLET,D-MAX,29400.0,PICHINCHA,2018.0,176000.0,MANUAL,MECANICA,3000.0,4x4,PLOMO,DIESEL,
CHEVROLET,D-MAX,29900.0,PICHINCHA,2022.0,77000.0,MANUAL,HIDRAULICA,2500.0,4x4,BLANCO,DIESEL,
CHEVROLET,D-MAX  HIGH COUNTRY,33900.0,PICHINCHA,2018.0,90000.0,MANUAL,HIDRAULICA,3000.0,4x4,BLANCO,DIESEL,
CHEVROLET,D-MAX,28500.0,PICHINCHA,2022.0,108000.0,MANUAL,HIDRAULICA,2500.0,4x4,BLANCO,DIESEL,
CHERY,QQ3,4900.0,COTOPAXI,2011.0,242000.0,4G MATIC,MECANICA,2488.0,4x2,CREMA,HIBRIDO,
CHEVROLET,DMAX CRDI PREMIER,25000.0,PICHINCHA,2021.0,95000.0,MANUAL,HIDRAULICA,2000.0,4x4,PLOMO,GASOLINA,
CHERY,TIGGO 8 PRO,29000.0,EL ORO,2023.0,17000.0,CVT,HIDRAULICA,1995.0,AWD,PLOMO,GASOLINA,
CITROEN,DS4,37900.0,PICHINCHA,2024.0,17500.0,AUTOMATICA,ASISTIDA,1600.0,4x2,PLOMO,GASOLINA,
CHEVROLET,SILVERADO,45000.0,COTOPAXI,2022.0,18000.0,AUTOMATICA,ELECTRONICA,5300.0,4x2,CELESTE,GASOLINA,
CHANGAN,CS55 PLUS,23500.0,PICHINCHA,2024.0,26000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,NEGRO,GASOLINA,
CHANGAN,CS55 PLUS,23400.0,PICHINCHA,2024.0,25000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,NEGRO,GASOLINA,
CHEVROLET,SILVERADO,5000.0,MANABI,2000.0,415000.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,ROJO,GASOLINA,
CHEVROLET,SILVERADO,7490.0,PICHINCHA,2002.0,305000.0,AUTOMATICA,HIDRAULICA,5300.0,4x2,NEGRO,GASOLINA,
CHEVROLET,AVEO FAMILY,6990.0,PICHINCHA,2012.0,117415.0,MANUAL,HIDRAULICA,1500.0,4x2,BLANCO,GASOLINA,
CHANGAN,CS55 PLUS,23400.0,PICHINCHA,2024.0,24000.0,AUTOMATICA,MECANICA,1500.0,4x2,PLOMO,GASOLINA,
CHANGAN,CS55 PLUS,24200.0,PICHINCHA,2023.0,18000.0,AUTOMATICA,HIDRAULICA,1500.0,4x2,NEGRO,GASOLINA,
CHANGAN,CS55 PLUS,24300.0,PICHINCHA,2023.0,15000.0,AUTOMATICA,ASISTIDA,1949.0,4x2,ROSADO,GASOLINA,
CHEVROLET,SILVERADO,41200.0,CANAR,2022.0,35000.0,AUTOMATICA,HIDRAULICA,4300.0,4x2,NEGRO,GASOLINA,
